Urban analytics, Street-level imagery, Urban greenery, Urban landscape, Urban perception, R package,,,,,,,,,,,
Provenance, Scientific workflows, DISC systems, Domain data,,,,,,,,,,,,,
Electrocardiogram (ECG), Signal Quality Assessment (SQA), Signal Quality Index (SQI), Telemedicine, MATLAB, Remote patient monitoring, Machine learning,,,,,,,,,,
Coastal monitoring, Beach morphodynamics, Shoreline changes, Coastal management, ArcGIS tool, Beach elevation model,,,,,,,,,,,
Silicon photonics, Wafer-level measurements, Measurement automation, Graphical user interface,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Extreme Learning Machine, Machine learning, Artificial intelligence, Neural networks, Python, TensorFlow,,,,,,,,,,,
GDPR, Consent management, Compliance verification, Data protection, Privacy,,,,,,,,,,,,
Stress Constrained Topology Optimization, Extremely Modular System, Object -oriented software architecture, MATLAB-based array programming, First Order Reliability Analysis,,,,,,,,,,,,
Pseudo random number generation, GPGPU, HPC, C plus plus,,,,,,,,,,,,,
Process mining, Predictive process monitoring, Benchmarking, Deep learning,,,,,,,,,,,,,
Binary decision diagram, Boolean function, Discrete function, Integer function, Multi-valued decision diagram, Reliability analysis,,,,,,,,,,,
Electrocardiogram, R-peak detection, Swift, Benchmark,,,,,,,,,,,,,
Speech, Phonetics, Audio pattern recognition, Object detection,,,,,,,,,,,,,
MCDA, Criteria weighting, Crispyn, Objective and subjective weighting methods, Python, Multi-criteria assessment,,,,,,,,,,,
Federated learning, Swift, Flower, Benchmark,,,,,,,,,,,,,
Open-source software, Computational platform, GNSS, 3D static deformation analysis, S-transformation,,,,,,,,,,,,
Singular value thresholding (SVT), GPU, Singular value decomposition (SVD), Matrix completion,,,,,,,,,,,,,
Navier-Stokes, Finite elements, Finite volumes, Porous medium,,,,,,,,,,,,,
Statistics, Clinical trial simulation, Platform trials, Shared controls, Non-concurrent controls,,,,,,,,,,,,
UAVs, Precision agriculture, Power efficient solutions, Remote sensing applications,,,,,,,,,,,,,
3D vector field visualisation, GPU, OpenGL, GLSL,,,,,,,,,,,,,
Graphical User Interface, Fibre composite materials, Thermal imaging, Damage inspection, Composite structures, Nondestructive testing, Image processing,,,,,,,,,,
Unsupervised anomaly detection, Univariate time-series, Time evolving graphs, Dissimilarity metrics,,,,,,,,,,,,,
Machine learning, Artificial intelligence, Privacy, Compliance, Open-source, Trustworthy AI,,,,,,,,,,,
Heat map, Monte-Carlo simulation, Multiple testing problem, Non-parametric test, Rolling window correlation,,,,,,,,,,,,
Process mining, Visual analytics, Business Process Management,,,,,,,,,,,,,,
Machine learning, Graphical user interface, Research software engineer, R,,,,,,,,,,,,,
Optimization, Cargo, Multi-drop, Polyhedra, Unity,,,,,,,,,,,,
Materials science simulation, High-performance computing, Open-source software, Virtual machine, Strongly correlated systems, Quantum chemistry, First-principles calculation, Molecular dynamics, Visualization,,,,,,,,
Receiver Operating Characteristics (ROC), Hyper-volume under the surface (HVUS), Efficient, Python,,,,,,,,,,,,,
Linear transforms, Linear algebra, Matrix-free, Compressed sensing,,,,,,,,,,,,,
Object-Oriented Programming (OOP), Ontology Web Language (OWL), Application Programming Interface (API), Software architecture,,,,,,,,,,,,,
ETL, Collaborative pipeline, Pentaho Data Integration,,,,,,,,,,,,,,
Power Systems, Julia, Energy,,,,,,,,,,,,,,
Clumps of spheres, Clusters, Irregular particles, Discrete Element Method, Particle morphology,,,,,,,,,,,,
Computer vision, Visual tracking, Performance evaluation, Experiment result analysis,,,,,,,,,,,,,
Group similarity, Group-Item-Element Model, Python package,,,,,,,,,,,,,,
Bioinformatics, Scientific workflows, High-performance computing,,,,,,,,,,,,,,
Numerical conformal mapping, Polygonal domains, Circular domains, MATLAB toolbox,,,,,,,,,,,,,
Dynamic load balancing, Adaptive mesh refinement, 2D, 3D, OpenFOAM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
X-ray CT, Iterative methods, Model-based, Regularisation, Denoising, Primal-dual, Big-data,,,,,,,,,,
Curve alignment, Landmark registration, Global alignment, Progressive alignment,,,,,,,,,,,,,
Object-orientation, Software design, Finite element methods, C++,,,,,,,,,,,,,
Power systems, Wide-area control systems, Oscillation damping, Inter-area oscillations, Synchrophasors,,,,,,,,,,,,
Glass, Thermodynamics, Viscosity, Relaxation, Fictive temperature, Kinetics,,,,,,,,,,,
Water distribution networks, Hydraulic design, Pressurized pipe networks, MATLAB, EPANET,,,,,,,,,,,,
Density functional theory, Electronic structure, Solvation, Electrochemistry, Light-matter interactions,,,,,,,,,,,,
Tree monitoring, Remote sensing, Computer vision, Deep learning, QGIS, Silvopastoral systems,,,,,,,,,,,
Student at risk of dropout, Prescriptive data mining, Explainable artificial intelligence, Counterfactual explanations, Group counterfactuals,,,,,,,,,,,,
Esports, Spectators, Automatic camera control, Game AI, Human behavior modeling,,,,,,,,,,,,
Acoustics, Crystals, Magnetism, Magnetoelasticity,,,,,,,,,,,,,
Calcium imaging, Spike detection, Neural networks, MATLAB software,,,,,,,,,,,,,
Composite indicators, Uncertainty, Principal components analysis, Benefit of doubt, Equal weights, Entropy,,,,,,,,,,,
Legal clause analysis, LLM, Spanish housing law,,,,,,,,,,,,,,
Large language models, Social sciences, Ethics, Biases, Testing,,,,,,,,,,,,
Finite element, Multiphysics, Finite volume, Engineering, Modeling, Simulation,,,,,,,,,,,
MCS, MEC, FC, Task execution,,,,,,,,,,,,,
Generalizability theory, Python, Classical test theory, Statistical software,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Agriculture, Drones, Python, Radiometric calibration, Reflectance, Remote sensing, Vegetation science,,,,,,,,,,
ICOBA, ImageJ macro, Co-localization, Image analysis,,,,,,,,,,,,,
Convolutional neural networks, Feature extraction, Transfer learning,,,,,,,,,,,,,,
Cloud-native architecture, Code quality, Code review, Programming education, Software as a service, Tooling support,,,,,,,,,,,
Re-identification, MCDA, MCDM, Pymcdm, Decisions, Stochastic optimization,,,,,,,,,,,
Condorcet domains, Forbidden permutations, Forbidden structures, Computational social choice,,,,,,,,,,,,,
Excursion, Awareness, Collaboration, Nature, Outdoors, Flutter,,,,,,,,,,,
Petri Nets, Discrete event simulation, Spatial modeling, Spike, Snoopy,,,,,,,,,,,,
AUV control, Python, ROS2 iron, Gazebo harmonic,,,,,,,,,,,,,
Worst-case delay analysis, Network analysis interface, Network calculus, Time-sensitive networking,,,,,,,,,,,,,
Land use mix, Entropy index, Herfindahl-Hirschman index, Geographical information systems, Urban planning,,,,,,,,,,,,
Decision-making support, Images classification, Deep learning, Mobile application, Diagnosis,,,,,,,,,,,,
Artificial intelligence, Machine learning, Trust, Trustworthiness,,,,,,,,,,,,,
Spiking neural network, Neuromorphic systems, Distributed computing, Synaptic plasticity,,,,,,,,,,,,,
Immersive video, Multicamera system, Extrinsic parameters, Multicamera system calibration,,,,,,,,,,,,,
Geospatial analytics, KNIME analytics platform, GIS, Visual programming, Replicability and reproducibility,,,,,,,,,,,,
ECG annotation, Preprocessing, Data preparation for machine learning,,,,,,,,,,,,,,
Energy Communities, Optimization,,,,,,,,,,,,,,,
Shock instability, Matrix stability analysis, MUSCL, ROUND,,,,,,,,,,,,,
SpaceTimeCube, Space-time cluster, Spatiotemporal analysis, Computational reproducibility,,,,,,,,,,,,,
Electric vehicle, Electric tractors, IoT, Speed control, Micro-controller, Embedded system, ZigBee, Lane change, Boundary detection, GPS, GSM,,,,,,
Surgical planning, Rapid prototyping, Medical application, 3D manipulation,,,,,,,,,,,,,
Stakeholder Engagement, Climate adaptation planning, Accessible software, Coproduction of Knowledge,,,,,,,,,,,,,
Fuzzy rule-based classifier, Gene expression programming, Interpretability,,,,,,,,,,,,,,
Crop coefficient, Evapotranspiration, Irrigation, Precision agriculture, Soil, Water management,,,,,,,,,,,
Integrated trend assessment, Common trend, Stakeholders, Multinomial logistic discriminator,,,,,,,,,,,,,
NumPy file, Data format, C plus plus iterator, Serialization,,,,,,,,,,,,,
Model reduction, Modal decomposition, Distributed linear algebra, Current code version v1,0,,,,,,,,,,,,
Meta-programming, Julia language, Finite element analysis,,,,,,,,,,,,,,
Bayesian inference, Time-varying regression, R, Markov chain Monte Carlo,,,,,,,,,,,,,
Linear stability analysis, Spatial stability, Two-phase flows,,,,,,,,,,,,,,
EDGAR filing, Financial statements, Textual analyses, Text parsing,,,,,,,,,,,,,
Geographical information system, Geoportal, Computer vision,,,,,,,,,,,,,,
Agent-Based Modelling, Framework, 3D, Unity3D,,,,,,,,,,,,,
Classification, Data quality, Data validation, False discovery, Kotlin, Label-free shotgun proteomics, Machine learning, Protein quantitation, Spectral counting, Statistics,,,,,,,
Infrastructure as Code, Software metrics, Software quality,,,,,,,,,,,,,,
Statechart, Executable modelling, Behaviour-driven development, Design by contract, Runtime verification,,,,,,,,,,,,
Global sensitivity analysis, Physiologically based kinetic modeling, R package,,,,,,,,,,,,,,
Gravitational waves, Transient noise, Spectrogram, LIGO-Virgo,,,,,,,,,,,,,
Crowd-powered systems, Real-time human computation, Social robotics, Remote teleoperation,,,,,,,,,,,,,
Partial-wave method, Global-matrix method, Elastic waves,,,,,,,,,,,,,,
Monitoring tool, Machining data, Field programmable gate array,,,,,,,,,,,,,,
Complete Lyapunov functions, C++, Scientific computing, Dynamical systems, Autonomous ordinary differential equations,,,,,,,,,,,,
Plenoptic, Light-field, Optics, Tool,,,,,,,,,,,,,
Network evolution theory, Mullins effect, Permanent set, Deformation-induced anisotropy,,,,,,,,,,,,,
Smartphones, Travel surveys, Web platform,,,,,,,,,,,,,,
Marine structures, Probabilistic design, Extreme value statistics,,,,,,,,,,,,,,
User-generated video content, Opportunistic communication, User mobility, Disruption tolerant network,,,,,,,,,,,,,
Deconvolution, Fourier Transform phase, l(1) ball, Projection onto convex sets,,,,,,,,,,,,,
Systematic literature review, Web-based software, Collaborative work, Ruby,,,,,,,,,,,,,
Lattice-Boltzmann Method, Finite-Element Method, Flow simulation, Fluid-structure interaction,,,,,,,,,,,,,
Data streams, Online analysis, Distributed systems, Machine learning,,,,,,,,,,,,,
Bioinformatics, Sequences, Alignment, Terminal, TUI, Rust, FASTA,,,,,,,,,,
Rainfall interception, Rainwater harvesting, Python Software, Green Infrastructure,,,,,,,,,,,,,
Benthic primary producers, Low tide, Normalized difference vegetation index, Google earth engine, Python,,,,,,,,,,,,
EPIC model, Python package, Crop modeling, Spatial modeling, Agricultural systems, Evapotranspiration,,,,,,,,,,,
R Shiny, Exploratory Data Analysis, Correlation Network,,,,,,,,,,,,,,
Time-series, Nowcasting tool, Modern economy, Macroeconomics,,,,,,,,,,,,,
High-dimensional optimization, Downhill simplex method, Degenerate simplex,,,,,,,,,,,,,,
Citizen science, Environmental health, Environmental dashboard, Weather sensors, Environmental monitoring, Open-source sensors,,,,,,,,,,,
Numerical modeling, Numba, Just-in-time compilation, Eutrophication, Nutrient cycle, Python,,,,,,,,,,,
Systematic literature review, Semantic embeddings, Bibliometrics, Research reproducibility,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Virtual learning environment, Students simulation, Teacher training, LLM agents,,,,,,,,,,,,,
Python, Cliffs, Coastline morphology indicators, Baltic coastal monitoring team,,,,,,,,,,,,,
Multiscale modelling, Computational homogenization, Python script repository, Direct FE2,,,,,,,,,,,,,
EEG analysis, Topological Deep Learning (TDL), Neurodegenerative diseases,,,,,,,,,,,,,,
Computational imaging, Python library, Microscope,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Community detection, Girvan-Newman algorithm, Centrality metrics, Network analysis,,,,,,,,,,,,,
Website processing, Website feature extraction, Website to vector, Data extraction, Web scraping,,,,,,,,,,,,
River wood, Machine learning, River management, Classification,,,,,,,,,,,,,
R-shiny app, Climate change, Dairy farming, Thermal stress,,,,,,,,,,,,,
Tailored data download and storage, Python, Data science,,,,,,,,,,,,,,
Coastal erosion, QGIS plugin, Shoreline change analysis, Transect based analysis,,,,,,,,,,,,,
Digital Image Correlation (DIC), Lucas-Kanade Algorithm, Experimental Mechanics, In-situ strain measurement,,,,,,,,,,,,,
Acoustic Doppler Current Profilers (ADCPs), Converging-beam Acoustic Doppler Profilers, (C-ADCPs), Turbulent flow measurement, Tidal flow,,,,,,,,,,,,
Experimental mechanics, Full-field measurements, Digital image correlation, Localized spectrum analysis,,,,,,,,,,,,,
Finite element analysis, Truss elements, Beam elements, MATLAB,,,,,,,,,,,,,
Robotics, Neuromorphic, Spike encoding, Development tool, Graphical user interface,,,,,,,,,,,,
Data envelopment analysis, Efficiency, Robustness analysis, Mathematical programming, Monte Carlo simulation, Java,,,,,,,,,,,
Educational software, Learning management systems, Educational data clustering process, Unsupervised machine learning, e-learning analytic,,,,,,,,,,,,
Reinforcement learning, Electric vehicles, EV charging optimization, Dynamic load management,,,,,,,,,,,,,
Ensemble learning, RealBoost, Logit transform binning, Python, Numba, Just-in-time compilation, CUDA, Object detection,,,,,,,,,
Time to censoring, Observation time, Observation time for those who are event-free, Product limit estimator, Statistical software, Kaplan Meier estimator,,,,,,,,,,,
Voice mapping, Electroglottography, Real-time analysis, Voice range profile, Phonation types, Supercollider,,,,,,,,,,,
Quality of experience (QoE), Long term study, Longitudinal studies,,,,,,,,,,,,,,
Conic multivariate adaptive regression splines, Nonparametric regression, Tikhonov regularization, Conic quadratic programming, Interior point method, Binary classification,,,,,,,,,,,
Safety critical systems, Fault injection, Mutation-based testing, Software robustness evaluation,,,,,,,,,,,,,
Data analysis toolbox, Digital behavioral studies, Mobile sensing, Python package,,,,,,,,,,,,,
Evolutionary algorithms, Evolutionary computation, Genetic programming, Machine learning, Scikit-learn,,,,,,,,,,,,
Laser beam shaping, Spatial light modulator, Digital holography,,,,,,,,,,,,,,
Finite element method, Integral method, Poisson equation, Python, Numerical solution, Dirichlet boundary condition,,,,,,,,,,,
Multiple source datasets, Cross-project defect prediction, Mining software repository, Transfer learning,,,,,,,,,,,,,
RESTful APIs, Web frameworks, Web back-ends,,,,,,,,,,,,,,
Comsol application, Actin filament, Polyelectrolyte properties, Electrochemical interactions, Scientific software, Electrochemical phenomena,,,,,,,,,,,
Co-simulation, Microservices, Message broker, Docker,,,,,,,,,,,,,
Graph theory, Materials informatics, Microstructure descriptors, Organic photovoltaics,,,,,,,,,,,,,
Statistical mechanics, Glass structure, Modelling, Python,,,,,,,,,,,,,
Human-centered computing, Visualization systems and tools, Analytic provenance, User studies,,,,,,,,,,,,,
